name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
dhaka,05-08-20,32.8,27.6,29.8,41.3,31.9,35.9,25.1,76.4,15.3,100,75,rain,0,0,61.9,22.3,118.4,995.4,75.8,4.3,161.8,14,8,,05-08-20 5:29,05-08-20 18:38,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,06-08-20,34,27.9,29.9,42.3,32.7,36.5,25.4,77.5,10.8,100,79.17,rain,0,0,45.4,25.9,143.4,1001.3,74.5,4.3,177.9,15.3,8,,06-08-20 5:30,06-08-20 18:37,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,07-08-20,32.4,28,29.9,43.5,31.9,36.9,25.8,78.9,6.3,100,66.67,rain,0,0,37.4,18.4,172.4,1002.1,67.8,4.3,188.6,16.1,7,,07-08-20 5:30,07-08-20 18:37,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,08-08-20,35,28.4,31,44.7,33.6,37.7,25,71.3,1.1,100,33.33,rain,0,0,31.7,25.9,175.3,1000.5,71.9,4.3,199.3,17.1,7,,08-08-20 5:31,08-08-20 18:36,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,09-08-20,33,28,30,40.6,31.3,35.8,24.7,73.8,1.5,100,33.33,rain,0,0,37.4,18.4,152.6,1000.8,72.8,4.3,232.6,19.8,8,,09-08-20 5:31,09-08-20 18:35,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,10-08-20,33.5,28,30.4,42.4,32.7,37.3,25.5,75.7,1,100,33.33,rain,0,0,31,22.3,163.7,1001.5,69.3,4.3,205.1,17.6,7,,10-08-20 5:31,10-08-20 18:35,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,11-08-20,33.4,28,30.4,44.5,31.9,37.7,25.6,75.7,6.2,100,45.83,rain,0,0,33.8,18.4,164.3,1000.5,68,4.3,150.8,12.9,6,,11-08-20 5:32,11-08-20 18:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,12-08-20,31.6,29.1,30.1,40.6,35.1,36.7,25.3,75.5,5.6,100,66.67,rain,0,0,36.4,25.9,165.2,1000.8,72.9,4.3,197.9,17.1,8,,12-08-20 5:32,12-08-20 18:33,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,13-08-20,34,27.6,30.4,42,31.8,36.6,24.9,73.1,1,100,25,rain,0,0,35.3,18.4,150.9,1000.1,54.3,4.3,220.9,19,7,,13-08-20 5:33,13-08-20 18:32,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,14-08-20,34,28,30.7,42.2,33.6,37.4,25.2,73.2,0.4,100,12.5,rain,0,0,46.8,27.7,113.2,998.1,68.8,4.3,212.4,18.3,7,,14-08-20 5:33,14-08-20 18:32,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,15-08-20,31,27.1,28.9,37.8,31.4,34.9,25.5,82,3.2,100,45.83,rain,0,0,56.9,22.3,112,997.7,84.6,4.1,134.5,11.5,4,,15-08-20 5:33,15-08-20 18:31,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,16-08-20,30,26.6,27.9,38.2,26.6,32.6,25.2,85.6,6,100,66.67,rain,0,0,45.7,27.7,115,998.8,86.7,3.9,165.3,14.4,6,,16-08-20 5:34,16-08-20 18:30,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,17-08-20,31,26,28.3,36.9,26,31.7,23.6,76.4,2.9,100,66.67,rain,0,0,42.1,18.4,144.6,999.7,75.3,4.2,141.5,12.2,5,,17-08-20 5:34,17-08-20 18:29,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,18-08-20,30.3,27.1,29,37.7,31.5,34.4,25,79.7,9.2,100,79.17,rain,0,0,37.4,18.4,147.5,999.8,77.8,4.2,156.3,13.5,6,,18-08-20 5:35,18-08-20 18:28,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,19-08-20,31,27.4,29.1,39.1,31.3,34.2,24.5,76.8,8.2,100,75,rain,0,0,52.2,24.1,120.9,999.5,76.8,4.3,168.7,14.4,7,,19-08-20 5:35,19-08-20 18:28,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,20-08-20,28,26.4,27,32.1,26.4,30.1,24.4,85.7,20.8,100,100,rain,0,0,44.3,27.7,114.3,1002.6,87.4,4.1,45,3.8,2,,20-08-20 5:35,20-08-20 18:27,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,21-08-20,30,26,27.4,37.5,26,30.8,24.9,86.2,18.7,100,100,rain,0,0,33.8,18.4,131.6,1006.1,82.1,3.9,58.8,5,3,,21-08-20 5:36,21-08-20 18:26,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,22-08-20,29,26,27,34.5,26,29.5,25.2,90,24.8,100,100,rain,0,0,32.8,18.4,164.7,1005.4,87.2,3.9,111.7,9.7,6,,22-08-20 5:36,22-08-20 18:25,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,23-08-20,32,26.5,29.4,39.5,26.5,35.5,25.7,81,14.8,100,83.33,rain,0,0,19.8,14.8,155.4,1003.6,76.6,4.1,147.7,12.6,6,,23-08-20 5:37,23-08-20 18:24,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
dhaka,24-08-20,33.1,27,30.5,42,30.9,36.3,24.5,71.3,2.6,100,54.17,rain,0,0,21.6,14.8,118.6,1002.3,52.6,4.3,185.4,16.1,7,,24-08-20 5:37,24-08-20 18:23,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,25-08-20,32.8,26.8,29.2,45.2,30.3,34.2,24.5,76.4,3.6,100,33.33,rain,0,0,38.2,25.9,89.8,1002.3,69.4,4.1,191.7,16.6,7,,25-08-20 5:37,25-08-20 18:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,26-08-20,31,27,29.1,35.2,30.2,33.1,23.2,71,12.4,100,37.5,rain,0,0,60.8,33.5,138,1003.4,68.3,4.2,150,13,6,,26-08-20 5:38,26-08-20 18:21,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,27-08-20,33,27.6,29.5,39.9,31.6,35.3,25,77,5,100,66.67,rain,0,0,40,18.4,133,1004.5,75.3,4.3,182,15.8,6,,27-08-20 5:38,27-08-20 18:20,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,28-08-20,32,27.9,29,36.9,31.3,33.2,23.4,72.2,3.2,100,45.83,rain,0,0,34.2,14.8,162,1003.6,75.2,4.2,158.3,13.5,6,,28-08-20 5:38,28-08-20 18:20,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,29-08-20,31,27,29.1,37.9,30.1,34.7,25.1,79.5,1.2,100,37.5,rain,0,0,29.2,22.3,189.5,1004.1,79.4,4.3,230.6,20,7,,29-08-20 5:39,29-08-20 18:19,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,30-08-20,33.7,28,30.5,42.2,31.9,36.6,24.9,72.7,2.2,100,45.83,rain,0,0,28.1,24.1,215.4,1004,78.4,4.3,218.3,18.8,7,,30-08-20 5:39,30-08-20 18:18,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,31-08-20,32.5,28.7,30.7,43.8,34.7,37.8,25.5,74,10.2,100,87.5,rain,0,0,23.8,14.8,201.2,1004,72.2,4.3,142.9,12.4,6,,31-08-20 5:39,31-08-20 18:17,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,01-09-20,30.3,26.8,28.5,37.2,30.3,33.6,24.9,80.9,21.9,100,79.17,rain,0,0,22,18.4,92.1,1005.4,76.1,3.8,94.4,8.1,4,,01-09-20 5:40,01-09-20 18:16,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,02-09-20,34,27,29.9,40.5,30.9,34.4,23.7,70.8,2.2,100,33.33,rain,0,0,31.7,22.3,161.7,1007.6,64.3,4.3,209.6,18.1,7,,02-09-20 5:40,02-09-20 18:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,03-09-20,34.1,27.4,30,40.4,31.3,34.9,23.9,70.2,0.2,100,8.33,rain,0,0,21.6,14.8,221.1,1008.5,45.3,4.4,240,20.6,8,,03-09-20 5:40,03-09-20 18:14,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,04-09-20,35,28.5,31.2,47.5,33.6,38.2,25,70.2,0.3,100,12.5,rain,0,0,19.4,18.4,225.4,1006.9,38.8,4.3,239.4,20.8,9,,04-09-20 5:41,04-09-20 18:13,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,05-09-20,34.1,29.2,31.4,42.6,33.3,38,24.7,68.3,0.2,100,4.17,rain,0,0,28.4,18.4,209.9,1005.2,53.1,4.3,246.4,21.3,8,,05-09-20 5:41,05-09-20 18:12,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,06-09-20,33.7,28.7,31,41.3,32.8,36.5,24.1,67.2,0.4,100,12.5,rain,0,0,32.4,25.9,193.4,1004.7,66.1,4.3,246.3,21.3,8,,06-09-20 5:41,06-09-20 18:11,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,07-09-20,32,28,29.6,39.8,31.9,35,24.6,74.9,6.9,100,50,rain,0,0,31.3,18.4,186.2,1005.7,76.7,4.4,209.8,17.9,7,,07-09-20 5:42,07-09-20 18:10,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,08-09-20,33,27,29.5,42.1,30.6,35.4,25,77.1,3.9,100,54.17,rain,0,0,25.2,18.4,197.9,1005.9,75.3,4.3,215.5,18.8,8,,08-09-20 5:42,08-09-20 18:09,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,09-09-20,31.9,27.6,28.9,38.7,31.3,33.8,24.4,76.8,4.8,100,50,rain,0,0,20.9,11.2,201.6,1004.9,71.8,4.1,186.7,16.1,7,,09-09-20 5:42,09-09-20 18:08,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,10-09-20,30.5,28,28.9,38.9,31.9,34.5,25.1,80.1,31.3,100,79.17,rain,0,0,24.1,22.3,171.9,1002.9,77.1,4.2,127.1,10.8,7,,10-09-20 5:43,10-09-20 18:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,11-09-20,31.4,27.9,29.3,38.6,31.9,35.1,25.1,78.3,5.3,100,58.33,rain,0,0,27.7,16.6,165.9,1004.2,73.5,4.1,190.8,16.5,7,,11-09-20 5:43,11-09-20 18:06,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,12-09-20,33.6,26,29.8,43,26,36.1,25.5,78.2,3.8,100,37.5,rain,0,0,25.6,16.6,182.5,1006.4,72.5,4.3,151.9,13,6,,12-09-20 5:43,12-09-20 18:05,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,13-09-20,32.8,27.8,29.6,40.6,31.3,35.8,25.2,77.7,3,100,37.5,rain,0,0,27.4,18.4,167.6,1007,69.1,4.1,180,15.4,7,,13-09-20 5:44,13-09-20 18:04,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,14-09-20,32.2,27,29.2,40.6,29.6,34.6,24.7,77.2,5.6,100,62.5,rain,0,0,29.5,20.5,173.6,1005.9,67.6,4.2,155.4,13.3,7,,14-09-20 5:44,14-09-20 18:03,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,15-09-20,33,27.8,29.9,42.1,31.9,36.1,25.1,76,10,100,37.5,rain,0,0,25.2,18.4,180.6,1005.3,67.1,4.3,136.3,11.7,5,,15-09-20 5:44,15-09-20 18:02,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,16-09-20,32.7,28,30.1,40.7,31.9,35.8,24.5,72.4,8.3,100,66.67,rain,0,0,33.5,27.7,181.7,1005.1,72.7,4.3,185.8,16.2,7,,16-09-20 5:45,16-09-20 18:01,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,17-09-20,33.2,28,30,44.2,32.7,35.9,24.8,73.8,6.1,100,54.17,rain,0,0,28.8,27.7,190.8,1004.3,71,4.3,174.9,15.1,7,,17-09-20 5:45,17-09-20 17:59,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,18-09-20,31.8,26.9,28.6,39,30.1,33.5,24.8,80,1,100,33.33,rain,0,0,15.8,16.6,53.2,1003.1,64.7,4.3,217.3,18.7,7,,18-09-20 5:45,18-09-20 17:58,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,19-09-20,34.9,27.8,31,41.2,32.7,36.3,24,68.1,0.1,100,4.17,rain,0,0,26.3,13,1,999.9,45.7,4.3,252.8,21.8,8,,19-09-20 5:46,19-09-20 17:57,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,20-09-20,34.1,26,30.6,43.1,26,36.4,24.6,71.4,2.1,100,8.33,rain,0,0,25.9,27.7,173.3,998.4,61.6,4.2,230.3,20,9,,20-09-20 5:46,20-09-20 17:56,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,21-09-20,31.1,26,28.9,38.8,26,33.5,24.3,76.5,13.7,100,83.33,rain,0,0,43.6,18.4,117.2,1000.4,75.5,4.2,97,8.5,4,,21-09-20 5:46,21-09-20 17:55,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,22-09-20,31,27.9,28.7,38.6,31.3,33.9,24.8,79.7,13.1,100,83.33,rain,0,0,41.4,18.4,138.8,1002.7,84.4,4.2,117.4,10.1,5,,22-09-20 5:47,22-09-20 17:54,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,23-09-20,30.5,27,28.4,36.7,30.6,32.9,24.3,78.6,9.1,100,66.67,rain,0,0,39.6,24.1,169.4,1005.2,76.6,4.3,118.6,10.4,5,,23-09-20 5:47,23-09-20 17:53,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,24-09-20,30,26.4,28.2,36.5,26.4,32.4,24.6,81.3,25.7,100,91.67,rain,0,0,33.5,29.5,180.5,1005.8,81.7,4,71.6,6.2,3,,24-09-20 5:47,24-09-20 17:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,25-09-20,30,27.6,28.7,36.9,31.9,33.7,24.8,79.5,7.3,100,79.17,rain,0,0,45.4,18.4,179.6,1003.8,78.1,4.1,141.6,12.2,6,,25-09-20 5:48,25-09-20 17:51,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,26-09-20,31.1,27,28.5,38.4,30.1,33.5,25,81.8,19.3,100,79.17,rain,0,0,36,27.7,170.5,1003.4,83.4,4.1,122.3,10.8,5,,26-09-20 5:48,26-09-20 17:50,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,27-09-20,30.1,27.3,28.8,36.4,31.2,33.6,24.4,77.1,8.2,100,70.83,rain,0,0,30.2,18.4,138.7,1004.5,75.2,4.1,142.2,12.3,6,,27-09-20 5:48,27-09-20 17:49,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,28-09-20,33.3,26.4,29.8,42,26.4,34.7,24.2,72.8,4.1,100,50,rain,0,0,23.8,11.2,108.3,1005,62.1,4.2,198.5,17.1,7,,28-09-20 5:49,28-09-20 17:48,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
dhaka,29-09-20,32.4,27.1,29.4,39.4,30.2,34.7,24.5,75.5,5.5,100,37.5,rain,0,0,18,9.4,95.6,1004.2,55.8,4.2,159.6,13.7,6,,29-09-20 5:49,29-09-20 17:47,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
dhaka,30-09-20,34,27.3,30.2,40.6,31.8,36.1,24.8,73.6,11.8,100,66.67,rain,0,0,25.6,11.2,142.6,1003.3,61.3,4.2,160.1,13.9,6,,30-09-20 5:49,30-09-20 17:46,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,01-10-20,31.5,27.6,29.4,39.5,31.9,35.1,25,77.5,5.7,100,54.17,rain,0,0,18.7,14.8,246.7,1003.2,67.7,4.1,164.7,14.3,6,,01-10-20 5:50,01-10-20 17:45,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,02-10-20,32.1,27,28.9,38.1,31.1,33.4,24.2,76.8,2,100,29.17,rain,0,0,25.9,22.3,197.8,1004.4,69.1,4.1,190.9,16.6,7,,02-10-20 5:50,02-10-20 17:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,03-10-20,31.9,27,29,39.2,30.6,34.3,24.8,78.3,3.2,100,29.17,rain,0,0,24.8,9.4,88.6,1005.4,61,4.1,179.3,15.4,6,,03-10-20 5:50,03-10-20 17:43,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
dhaka,04-10-20,32.1,26,29.3,39,26,33.9,24.3,75.5,4.5,100,33.33,rain,0,0,23.8,13,163.9,1005.7,70.7,4.1,182.2,15.7,7,,04-10-20 5:51,04-10-20 17:42,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,05-10-20,31.6,27.1,29,38.2,31.3,34.1,24.5,77,11.6,100,70.83,rain,0,0,23.4,18.4,172.9,1005.8,62.6,4.2,145.3,12.5,6,,05-10-20 5:51,05-10-20 17:41,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,06-10-20,31.2,26.9,28.9,37.3,30.6,33.3,23.9,74.9,4.3,100,50,rain,0,0,25.9,22.3,180.1,1007.1,73,4,137,11.7,5,,06-10-20 5:52,06-10-20 17:40,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,07-10-20,32.4,27.6,29.4,39.1,31.9,34.6,24.5,75.5,9,100,62.5,rain,0,0,22,18.4,141.8,1008.3,69.4,4.3,155.2,13.4,6,,07-10-20 5:52,07-10-20 17:39,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,08-10-20,32.5,26.6,29,40.4,26.6,33.8,24.6,77.5,0.8,100,29.17,rain,0,0,17.6,7.6,83.2,1008.1,69.6,4.1,192,16.7,7,,08-10-20 5:52,08-10-20 17:38,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,09-10-20,33.9,27,30.1,41.5,30.1,35.4,24.4,72.5,0.1,100,4.17,rain,0,0,17.6,13,330.9,1007.2,64.2,4,197.1,17.1,7,,09-10-20 5:53,09-10-20 17:37,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,10-10-20,34.4,27.8,30.2,40.8,31.9,35.7,24.4,72.1,4.4,100,33.33,rain,0,0,17.6,14.8,229.3,1006,55.6,4.1,209.5,18,7,,10-10-20 5:53,10-10-20 17:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,11-10-20,33.9,28,30.4,42.9,31.9,37,25.1,73.7,2.6,100,33.33,rain,0,0,17.6,14.8,35.8,1004.7,66.6,4.1,189.1,16.3,7,,11-10-20 5:53,11-10-20 17:35,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,12-10-20,31.3,27.3,29.5,40.7,30.7,35.9,25.5,79.7,3.3,100,37.5,rain,0,0,19.8,9.7,329.5,1004.1,64.4,3.9,203.7,17.5,7,,12-10-20 5:54,12-10-20 17:34,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,13-10-20,32.6,27.2,29.8,41.1,31.8,35.3,24.7,74.7,2.4,100,41.67,rain,0,0,16.2,14.8,211.2,1004.6,47.8,4.1,206.4,17.9,8,,13-10-20 5:54,13-10-20 17:34,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,14-10-20,33.1,26.5,29.2,41.3,26.5,34.1,24.5,76.2,4.5,100,45.83,rain,0,0,18,13,235.4,1005.7,72.4,4,191.2,16.5,7,,14-10-20 5:55,14-10-20 17:33,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,15-10-20,33.4,26.3,29.5,40.8,26.3,34.2,24.4,74.9,0.2,100,8.33,rain,0,0,17.3,11.2,225.4,1005.5,50,4,199.3,17.2,7,,15-10-20 5:55,15-10-20 17:32,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
